"ID","DOT_WEB_ID","CASE_NUMBER","CRASH_YEAR","COUNTY","MUNICIPALITY","CRASH_DATE","CRASH_DAY_OF_WEEK","CRASH_MONTH","CRASH_TIME","POLICE_DEPT_CODE","POLICE_DEPARTMENT","POLICE_STATION","TOTAL_KILLED","TOTAL_INCAPACITATED","TOTAL_INJURED","PEDESTRIANS_KILLED","PEDESTRIANS_INJURED","SEVERITY","INTERSECTION","ALCOHOL_INVOLVED","HAZMAT_INVOLVED","CRASH_TYPE","TOTAL_VEHICLES_INVOLVED","CRASH_LOCATION","LOCATION_DIRECTION","ROUTE","ROUTE_SUFFIX","SRI","MILEPOST","ROAD_SYSTEM","ROAD_CHARACTER","ROAD_SURFACE_TYPE","SURFACE_CONDITION","LIGHT_CONDITION","ENVIRONMENTAL_CONDITION","ROAD_DIVIDED_BY","TEMP_TRAFFIC_CONTROL_ZONE","DISTANCE_TO_CROSS_STREET","UNIT_OF_MEASUREMENT","DIRECTION_FROM_CROSS_STREET","CROSS_STREET_NAME","IS_RAMP","RAMP_TO_FROM_ROUTE_NAME","RAMP_TO_FROM_ROUTE_DIRECTION","POSTED_SPEED","POSTED_SPEED_CROSS_STREET","LATITUDE","LONGITUDE","CELL_PHONE_IN_USE","OTHER_PROPERTY_DAMAGE","REPORTING_BADGE_NO","X","Y","CRASH_NARRATIVE","MPO","TOTAL_PEDESTRIANS_INVOLVED","EPDO","DLN","LatitudeGeocoded","LongitudeGeocoded"
3449619,"2010111110013865","10013865",2010,"MERCER","Trenton City","2010-09-04","Saturday","September","21:59:00",1,"TRENTON PD","EAST/PATROL",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"S LOGAN AVE","North",NA,"","",NA,"Municipal","Straight and Level","Blacktop","Dry","Dark (No Street Lights)","Clear","None","None",NA,"NULL","NULL","BELGRADE ALY","NULL","","NULL",25,25,0,0,"No","","595",NA,NA,NA,"DVRPC",1,"Pain",10200015,40.2251179,-74.7337123
3449679,"2010111110014205","10014205",2010,"MERCER","Trenton City","2010-09-12","Sunday","September","20:06:00",1,"TRENTON PD","PATROL",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Pedestrian",1,"S CLINTON AVE","NULL",NA,"","11031969",2.66,"Municipal","Straight and Level","Blacktop","Wet","Dark (Street Lights On/ continuous)","Overcast","None","None",NA,"NULL","NULL","BEATTY ST","NULL","","NULL",25,25,40.20806,-74.74833,"No","","626",422770.4,500800.92,NA,"DVRPC",1,"PDO",10199982,40.208063,-74.748325
3449686,"2010111110014263","10014263",2010,"MERCER","Trenton City","2010-09-14","Tuesday","September","07:55:00",1,"TRENTON PD","PATROL/WEST1",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"MERCER COUNTY 636","West",636,"","11000636",NA,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","Grass Median","NULL",100,"Foot","NULL","EDGEWOOD AVE","NULL","","NULL",25,25,0,0,"No","","331",NA,NA,NA,"DVRPC",1,"Moderate Injury",10204978,40.233922,-74.789516
3449709,"2010111110014341","10014341",2010,"MERCER","Trenton City","2010-09-15","Wednesday","September","15:11:00",1,"TRENTON PD","PATROL",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Pedestrian",1,"E STATE ST","West",NA,"","11112200",0.101,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",60,"Foot","East","N BROAD ST","NULL","","NULL",25,25,0,0,"No","","164",NA,NA,NA,"DVRPC",1,"PDO",10204918,40.2201338,-74.7642089
3449734,"2010111110014458","10014458",2010,"MERCER","Trenton City","2010-09-17","Friday","September","15:28:00",1,"TRENTON PD","NORTH",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"W STATE ST","NULL",NA,"","11111552",2.26,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","CHANCERY LN","NULL","","NULL",25,25,0,0,"No","","053",417661.660181,505299.644192,NA,"DVRPC",1,"Pain",10204944,40.2203902,-74.7668683
3449770,"2010111110014633","10014633",2010,"MERCER","Trenton City","2010-09-21","Tuesday","September","09:25:00",1,"TRENTON PD","PATROL/WEST",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"ROUTE 579","West",579,"","00000579",NA,"County","Straight and Grade","Blacktop","Dry","Daylight","Clear","Painted Median","None",NA,"NULL","East","HILVISTA BLVD","NULL","","NULL",25,25,0,0,"No","","465",NA,NA,NA,"DVRPC",2,"Pain",10209302,40.2393808,-74.8030531
3449914,"2010111110015492","10015492",2010,"MERCER","Trenton City","2010-10-07","Thursday","October","14:36:00",1,"TRENTON PD","PATROL/SOUTH",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"GENESEE STREET","South",NA,"","11031471",0.813,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",35,"Foot","South","LAKESIDE AVE","NULL","","NULL",25,25,0,0,"No","","499",426079.271974,498692.713747,NA,"DVRPC",2,"Pain",10219057,40.202436,-74.736775
3449974,"2010111110015752","10015752",2010,"MERCER","Trenton City","2010-10-12","Tuesday","October","09:04:00",1,"TRENTON PD","NORTH",0,0,1,0,0,"Injury","At Intersection","No","No","Pedestrian",1,"N WILLOW ST","West",NA,"","11111555",0.33,"Municipal","Straight and Grade","Blacktop","Dry","Daylight","Overcast","None","None",NA,"At","NULL","BANK ST","NULL","","NULL",25,25,0,0,"No","","414",417306.134536,506310.800387,NA,"DVRPC",1,"Moderate Injury",10232783,40.2230654,-74.7679693
3449980,"2010111110015781","10015781",2010,"MERCER","Trenton City","2010-10-12","Tuesday","October","18:18:00",1,"TRENTON PD","WEST",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"ATTERBURY AVENUE","South",NA,"","11111248",0.019,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",100,"Foot","North","WEST STATE ST","NULL","","NULL",25,25,0,0,"No","","626",413378.952479,507885.871867,NA,"DVRPC",1,"Moderate Injury",10232789,40.2277055,-74.7819124
3449982,"2010111110015786","10015786",2010,"MERCER","Trenton City","2010-10-12","Tuesday","October","23:48:00",1,"TRENTON PD","",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"S CLINTON AVE","NULL",NA,"","11031969",3.84,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","WALL ST","NULL","","NULL",25,25,0,0,"No","","615",421047.623624,506250.886071,NA,"DVRPC",1,"Pain",10232791,40.2198581,-74.7549959
3449988,"2010111110015807","10015807",2010,"MERCER","Trenton City","2010-10-13","Wednesday","October","12:51:00",1,"TRENTON PD","PATROL-EAST",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"NJ 33","West",33,"","00000033",0.48,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","CHESTNUT AVE","NULL","","NULL",25,25,0,0,"No","","436",422479.047446,504521.538723,NA,"DVRPC",1,"Pain",10232793,40.2182635,-74.749463
3449993,"2010111110015859","10015859",2010,"MERCER","Trenton City","2010-10-14","Thursday","October","11:08:00",1,"TRENTON PD","NORTH",0,1,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"US 206 Z","West",206,"Z","00000206Z",43.82,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","SOUTHARD ST","NULL","","NULL",25,25,0,0,"No","","541",419320.65,509523.87,NA,"DVRPC",2,"Incapacitating Injury",10232866,40.232128,-74.760626
3450021,"2010111110016024","10016024",2010,"MERCER","Trenton City","2010-10-17","Sunday","October","12:31:00",1,"TRENTON PD","PATROL-EAST",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"MERCER COUNTY 606","East",606,"","11000606",1.19,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",25,"Foot","NULL","MELROSE AVE","NULL","","NULL",25,25,0,0,"No","ROSELINEY SUAH FRONT PORCH 901 HAMILTON AVE TRENTON NJ 08629 FRONT PORCH LINDA ?","398",425768.406958,504572.228765,NA,"DVRPC",1,"Pain",10232895,40.218426,-74.737647
3450053,"2010111110016279","10016279",2010,"MERCER","Trenton City","2010-10-22","Friday","October","15:28:00",1,"TRENTON PD","WEST PRECINCT",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"NORTH HERMITAGE AVENUE","North",NA,"","11111561",0.29,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","EDGEWOOD AVE","NULL","","NULL",25,NA,0,0,"No","","625",413142.035569,509059.673828,NA,"DVRPC",1,"Pain",10237314,40.230588,-74.78297
3450142,"2010111110017166","10017166",2010,"MERCER","Trenton City","2010-11-10","Wednesday","November","00:25:00",1,"TRENTON PD","PATROL/WEST",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"490 HOFFMAN AVE","East",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",15,NA,0,0,"No","","603",NA,NA,NA,"DVRPC",1,"Pain",10258367,40.2370587,-74.7788263
3450189,"2010111110017475","10017475",2010,"MERCER","Trenton City","2010-11-15","Monday","November","17:21:00",1,"TRENTON PD","NORTH",0,0,0,0,0,"Property Damage","At Intersection","No","No","Pedestrian",1,"SOUTHARD ST","NULL",NA,"","11111558",0.36,"Municipal","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"At","NULL","US 206","NULL","","NULL",25,25,0,0,"No","","615",419974.113137,508718.34438,NA,"DVRPC",1,"PDO",10258247,40.232128,-74.760626
3450207,"2010111110017542","10017542",2010,"MERCER","Trenton City","2010-11-16","Tuesday","November","19:52:00",1,"TRENTON PD","NORTH",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"US 206","West",206,"","00000206",44.42,"Municipal","Straight and Level","Blacktop","Wet","Dark (Street Lights On/ continuous)","Rain","Painted Median","None",NA,"At","NULL","CR 622 / NORTH OLDEN AVE","NULL","","NULL",25,25,0,0,"No","","603",422223.668209,511980.706465,NA,"DVRPC",1,"Pain",10258228,40.2402932,-74.752297
3450209,"2010111110017562","10017562",2010,"MERCER","Trenton City","2010-11-17","Wednesday","November","08:19:00",1,"TRENTON PD","",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"US 206","East",206,"","00000206",42.26,"Municipal","Curve and Hillcrest","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","FERRY ST","NULL","","NULL",25,25,0,0,"No","","051",419732.494624,502619.008885,NA,"DVRPC",1,"Moderate Injury",10258226,40.2132814,-74.759464
3450214,"2010111110017580","10017580",2010,"MERCER","Trenton City","2010-11-17","Wednesday","November","13:49:00",1,"TRENTON PD","TRENTON PD",0,0,1,0,1,"Injury","At Intersection","No","No","Pedalcyclist",1,"US 206","South",206,"","00000206",41.29,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","DIVISION ST","NULL","","NULL",25,25,0,0,"No","","482",423778.125163,499599.351944,NA,"DVRPC",1,"Pain",10258398,40.204917,-74.745027
3450354,"2010111110018348","10018348",2010,"MERCER","Trenton City","2010-12-02","Thursday","December","07:59:00",1,"TRENTON PD","PATROL",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"MERCER COUNTY 634","South",634,"","11000634",4.85,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","KELSEY AVE","NULL","","NULL",25,25,0,0,"No","","413",417100.51,511137.66,NA,"DVRPC",1,"Moderate Injury",10267484,40.236413,-74.7687361
3450414,"2010111110018756","10018756",2010,"MERCER","Trenton City","2010-12-10","Friday","December","20:59:00",1,"TRENTON PD","EAST",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"MERCER COUNTY 606","North",606,"","11000606",0.8,"County","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"NULL","NULL","ANDERSON STREET","NULL","","NULL",25,25,0,0,"No","","625",423807.333538,503905.384368,NA,"DVRPC",1,"Pain",10278143,40.2086695,-74.741889
3450450,"2010111110018897","10018897",2010,"MERCER","Trenton City","2010-12-13","Monday","December","09:31:00",1,"TRENTON PD","NORTH/PATROL",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"PRINCETON AVE","East",NA,"","00000206Z",44.51,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","Painted Median","NULL",200,"Foot","West","CR 622","NULL","","NULL",25,25,0,0,"No","","517",421608.930599,512440.026697,NA,"DVRPC",1,"Pain",10300824,40.240371,-74.752216
3450458,"2010111110018922","10018922",2010,"MERCER","Trenton City","2010-12-13","Monday","December","16:16:00",1,"TRENTON PD","SOUTH-PATROL",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"HOME AVENUE","North",NA,"","11111174",0.081,"Municipal","Straight and Level","Blacktop","Dry","Dusk","Clear","None","None",50,"Foot","North","SMITH ST","NULL","","NULL",25,25,0,0,"No","","465",422807.369503,498629.827054,NA,"DVRPC",1,"Pain",10278599,40.202071,-74.748162
3450464,"2010111110018950","10018950",2010,"MERCER","Trenton City","2010-12-14","Tuesday","December","08:48:00",1,"TRENTON PD","PATROL SOUTH",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"US 206","North",206,"","00000206",42.34,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","CENTRE ST / GREENWOOD AVE","NULL","","NULL",25,25,0,0,"No","","164",419472.318776,502950.552318,NA,"DVRPC",2,"Moderate Injury",10278594,40.213986,-74.7606126
3450493,"2010111110019118","10019118",2010,"MERCER","Trenton City","2010-12-17","Friday","December","12:48:00",1,"TRENTON PD","PATROL",0,0,1,0,0,"Injury","At Intersection","No","No","Pedestrian",1,"MERCER COUNTY 626","North",626,"","11000626",0.18,"County","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","WALNUT AVE","NULL","","NULL",25,25,0,0,"No","","498",423169.552686,506009.3013,NA,"DVRPC",1,"Pain",10300791,40.221819,-74.746538
3450504,"2010111110019226","10019226",2010,"MERCER","Trenton City","2010-12-19","Sunday","December","18:38:00",1,"TRENTON PD","SOUTH",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"MERCER COUNTY 650","South",650,"","11000650",1.1,"County","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"At","NULL","MARSHALL AVE","NULL","","NULL",25,25,40.20054,-74.73714,"No","","295",425886.760127,498052.570023,NA,"DVRPC",3,"Pain",10300779,40.2005178,-74.7373079
3450515,"2010111110019275","10019275",2010,"MERCER","Trenton City","2010-12-20","Monday","December","17:03:00",1,"TRENTON PD","PATROL",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"NJ 33","South",33,"","00000033",NA,"State Highway","Straight and Level","Blacktop","Dry","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"At","NULL","HUDSON ST / WALNUT AVE","NULL","","NULL",25,25,0,0,"No","","465",NA,NA,NA,"DVRPC",1,"Moderate Injury",10303974,40.2171722,-74.7529638
3450621,"2010111110019732","10019732",2010,"MERCER","Trenton City","2010-12-31","Friday","December","22:27:00",1,"TRENTON PD","NORTH",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"SOUTHARD ST","North",NA,"","11111558",0.65,"Municipal","Straight and Level","Blacktop","Wet","Dark (Street Lights On/ continuous)","Clear","None","None",NA,"At","NULL","NEW WILLOW ST","NULL","","NULL",25,25,0,0,"No","","615",419000.13,509864.26,NA,"DVRPC",1,"Pain",10303432,40.232911,-74.761922
3450634,"201011111012119","1012119",2010,"MERCER","Trenton City","2010-08-03","Tuesday","August","18:49:00",1,"TRENTON PD","WEST",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"275 PARKWAY AVE","West",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","NULL",200,"Foot","East","PENNINGTON AVE","NULL","","NULL",10,25,0,0,"No","","445",NA,NA,NA,"DVRPC",1,"Moderate Injury",10165865,40.2403446,-74.7756364
3450652,"2010111133110018096","33110018096",2010,"MERCER","Trenton City","2010-11-27","Saturday","November","02:26:00",1,"TRENTON PD","CENTRAL STATION",1,0,0,1,0,"Fatal","Not At Intersection","No","No","Pedestrian",1,"NJ 31","NULL",31,"","00000031",0.33,"County","Straight and Level","Blacktop","Dry","Dark (Street Lights Off)","Clear","NULL","None",200,"Foot","South","RESERVOIR ST","NULL","","NULL",25,25,0,0,"No","","5",417060.891847,508708.963882,NA,"DVRPC",1,"Fatal Injury",10306286,40.230229,-74.769037
3450727,"20101111C410-2010-00016A","C410-2010-00016A",2010,"MERCER","Trenton City","2010-03-24","Wednesday","March","13:12:00",2,"NEW JERSEY STATE POLICE","SECURITY OPERA",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"SOUTH STOCKTON ST","South",NA,"","11111549",0.301,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",100,"Foot","South","EAST FRONT STREET","NULL","","NULL",35,35,0,0,"No","","599",419686.939918,504912.277479,NA,"DVRPC",1,"Pain",10076728,40.219182,-74.7594186
3450763,"20101111C410201000050A","C410201000050A",2010,"MERCER","Trenton City","2010-07-09","Friday","July","10:30:00",2,"NEW JERSEY STATE POLICE","SECURITY OPERA?",1,1,1,1,0,"Fatal","Not At Intersection","Yes","No","Fixed Object",1,"RIVER VIEW PLAZA","South",NA,"","11111221",0.18,"US Govt Property","Straight and Level","Blacktop","Dry","Daylight","Overcast","None","None",950,"Foot","North","RT 29","NULL","","NULL",NA,50,0,0,"No","STRUCTURE SUPPORT AND WALL OF 100 RIVERVIEW PLAZA BUILDING TRENTON NJ","612",406043.989925,512064.890137,NA,"DVRPC",1,"Fatal Injury",10164236,40.2069768,-74.7647048
3451235,"20101112I-2010-005684","I-2010-005684",2010,"MERCER","Washington Twp  (Mercer Co)","2010-03-26","Friday","March","16:51:00",1,"ROBBINSVILLE TWP PD","",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"US 130","North",130,"","00000130",62.49,"State Highway","Straight and Level","Blacktop","Dry","Daylight","Clear","Curbed Median","None",NA,"At","NULL","CR 526","NULL","","NULL",55,45,40.21373,-74.62276,"No","","538",457841.688564,502791.615287,NA,"DVRPC",1,"Moderate Injury",10057617,40.2161544,-74.619911
3451260,"20101112I-2010-007831","I-2010-007831",2010,"MERCER","Washington Twp  (Mercer Co)","2010-04-23","Friday","April","12:36:00",1,"ROBBINSVILLE TWP PD","",0,1,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"MOORSLEIGH WAY","North",NA,"","11121068",0,"Municipal","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","HUTCHINSON RD","NULL","","NULL",25,35,0,0,"No","NONE","522",456081.009929,508953.460008,NA,"DVRPC",2,"Incapacitating Injury",10091774,40.230659,-74.629081
3451310,"20101112I-2010-012286","I-2010-012286",2010,"MERCER","Washington Twp  (Mercer Co)","2010-06-14","Monday","June","08:24:00",1,"ROBBINSVILLE TWP PD","",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"POND ROAD","East",NA,"","11121018",0.09,"Municipal","Straight at Hillcrest","Blacktop","Dry","Daylight","Clear","None","None",NA,"At","NULL","CARLYLE COURT","NULL","","NULL",25,25,0,0,"No","","536",456010.729886,510175.34011,NA,"DVRPC",1,"Pain",10122772,40.2340105,-74.6293392
3452396,"201011132010-26163","2010-26163",2010,"MERCER","West Windsor Township","2010-09-13","Monday","September","08:50:00",1,"WEST WINDSOR TWP PD","2010-26163",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",2,"56 PRINCETON-HIGHTSTOWN ROAD","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","AL'S SUNOCO","NULL","","NULL",NA,NA,0,0,"No","NONE","571",NA,NA,NA,"DVRPC",1,"Pain",10202456,40.3144985,-74.6204853
3735470,"2011110111-11211","11-11211",2011,"MERCER","East Windsor Township","2011-08-12","Friday","August","15:20:00",1,"EAST WINDSOR TWP PD","PATROL",0,0,0,0,0,"Property Damage","Not At Intersection","No","No","Pedestrian",1,"839 ROUTE 130","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","NONE","81",NA,NA,NA,"DVRPC",1,"PDO",11172138,40.2539634,-74.5533561
3735516,"2011110111-1228","11-1228",2011,"MERCER","East Windsor Township","2011-01-26","Wednesday","January","17:31:00",1,"EAST WINDSOR TWP PD","TRAFFIC BUREAU",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"319 RT 130","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Wet","Dusk","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","NONE","72",NA,NA,NA,"DVRPC",1,"Pain",11026124,40.2787147,-74.5303601
3735757,"2011110111-17072","11-17072",2011,"MERCER","East Windsor Township","2011-12-06","Tuesday","December","19:42:00",1,"EAST WINDSOR TWP PD","TRAFFIC SAFETY?",0,0,1,0,1,"Injury","At Intersection","No","No","Pedestrian",1,"US 130","North",130,"","00000130",68.21,"State Highway","Straight and Level","Blacktop","Wet","Dark (Street Lights On/ continuous)","Rain","Grass Median","None",NA,"At","NULL","DUTCHNECK RD","NULL","","NULL",45,35,0,0,"No","NONE","78",480147.783055,522480.391572,NA,"DVRPC",2,"Moderate Injury",11285609,40.2687701,-74.5422688
3735972,"2011110111-5141","11-5141",2011,"MERCER","East Windsor Township","2011-04-17","Sunday","April","15:00:00",1,"EAST WINDSOR TWP PD","TRAFFIC UNIT",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"319 RT 130 N (SHOPRITE)","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","NONE","551",NA,NA,NA,"DVRPC",1,"Pain",11080869,40.2799325,-74.5288098
3736105,"2011110111-798","11-798",2011,"MERCER","East Windsor Township","2011-01-17","Monday","January","09:42:00",1,"EAST WINDSOR TWP PD","EAST WINDSOR P?",0,0,1,0,1,"Injury","Not At Intersection","No","No","Pedestrian",1,"839 RT 130 N (WALMART)","NULL",NA,"","",NA,"Private Property","Straight and Level","Blacktop","Dry","Daylight","Clear","None","None",NA,"NULL","NULL","","NULL","","NULL",NA,NA,0,0,"No","NONE","85",NA,NA,NA,"DVRPC",2,"Pain",11007677,40.2540106,-74.5532899
